,Specimen Page,Sequence Length,Genus,Species,Genus species,% Match,Notes,Common_Name,Cruise ID,Haul ID,Station ID,Latitude,Longitude,SST,Depth,Stage,Picture file(s),Day,Month,Year,Time
CCDB-39382 H09,CCDB-39382 H09,652,Prionotus,evolans,Prionotus evolans,100,,Striped Searobin,2105,E24,4.1,40.40.360,73.49.377,14.956,26.21,Egg,https://drive.google.com/file/d/1Lc5YWryUL2BsOxxVf6s2xgUP6aDCyzY0/view?usp=sharing,,,,
CCDB-39382 H10,CCDB-39382 H10,652,Scomber,scombrus,Scomber scombrus,100,,Atlantic Mackerel,2105,E24,4.1,40.40.360,73.49.377,14.956,26.21,Egg,https://drive.google.com/file/d/1_SWpAMKnrY0MdJ02egMxiJDGRIQRZE08/view?usp=sharing,,,,
CCDB-39382 H11,CCDB-39382 H11,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,99.39 percent match with perilus burti,Butterfish,2105,E24,4.1,40.40.360,73.49.377,14.956,26.21,Egg,https://drive.google.com/file/d/1MSYpzb2CRfT5aXtlwldioEFFBwQDIRQh/view?usp=sharing,,,,
CCDB-39384 A01,CCDB-39384 A01,0,,,,,Pigment looks like it's on surface?,,2105,E31,2.4,,,,,Egg,https://drive.google.com/file/d/1-9PaccCG8Ti7PFvU0Wxce506DZNimJNo/view?usp=share_link,,,,
CCDB-39384 A02,CCDB-39384 A02,652,Paralichthys,oblongus,Paralichthys oblongus,99.84,,Fourspot Flounder,2105,E31,2.4,,,,,Egg,https://drive.google.com/file/d/12qO3tN1yOVbK63GqzBwBqd7SjCSXY18H/view?usp=sharing,,,,
CCDB-39384 A03,CCDB-39384 A03,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E31,2.4,,,,,Egg,https://drive.google.com/file/d/1p7iajjFv62p8-s_y9RP2iHmOcDEs8Ks2/view?usp=sharing,,,,
CCDB-39384 A04,CCDB-39384 A04,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E31,2.4,,,,,Egg,https://drive.google.com/file/d/1OIKdyLJXqBaIZkda24o-zCE1ai8x5nps/view?usp=sharing,,,,
CCDB-39384 A05,CCDB-39384 A05,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E31,2.4,,,,,Egg,https://drive.google.com/file/d/15fMvlU4C_oxoFjEQHEKTZDnpYXz14EsJ/view?usp=sharing,,,,
CCDB-39384 A06,CCDB-39384 A06,652,Merluccius,bilinearis,Merluccius bilinearis,100,,Silver Hake,2105,E31,2.4,,,,,Egg,https://drive.google.com/file/d/1oKkracNOmXAVURGEtCXfF4Z5rsUItjnU/view?usp=sharing,,,,
CCDB-39384 A07,CCDB-39384 A07,652,Paralichthys,oblongus,Paralichthys oblongus,99.84,,Fourspot Flounder ,2105,E31,2.4,,,,,Egg,https://drive.google.com/file/d/1Q_OcQ5Ysc84XRKBXu_lbbaojeXheZ6oL/view?usp=sharing,,,,
CCDB-39384 A08,CCDB-39384 A08,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1iNX9MBaulyOYEdbeYvrox6MfucIQbCzU/view?usp=sharing,,,,
CCDB-39384 A09,CCDB-39384 A09,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1PGeb-LEzHEKzU5Y7dzUqB8gXrffud1A4/view?usp=sharing,,,,
CCDB-39384 A10,CCDB-39384 A10,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1aFW-2TBfaxWAz8rPy00AhZcQemH24tmS/view?usp=sharing,,,,
CCDB-39384 A11,CCDB-39384 A11,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1NBIlGLW45cfhU2eO4zDfR8866eCSqkeQ/view?usp=sharing,,,,
CCDB-39384 A12,CCDB-39384 A12,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1T7M99IKViujd454-i9BdazPJ1uFQhZAL/view?usp=sharing,,,,
CCDB-39384 B01,CCDB-39384 B01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1e3dNf8yQZDhACKsEucmoXjz3686WNc1c/view?usp=sharing,,,,
CCDB-39384 B02,CCDB-39384 B02,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1z56wFth1H0v8TD6LHN7_x4IxXwfJwmvf/view?usp=sharing,,,,
CCDB-39384 B03,CCDB-39384 B03,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1xYm--MOUoJ7ZH2MIGvlmA_EYE4hcAFMy/view?usp=sharing,,,,
CCDB-39384 B04,CCDB-39384 B04,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1VDHCrn0uXLU_jxfnecNU4vqSp4CANnRV/view?usp=sharing,,,,
CCDB-39384 B05,CCDB-39384 B05,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1ENyGIbxUSqVCr5h0kAvGs9oyY3CFlWhs/view?usp=sharing,,,,
CCDB-39384 B06,CCDB-39384 B06,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1AHCy-PyJwvnHBrPvjSPaJgP-1RTQpaw7/view?usp=sharing,,,,
CCDB-39384 B07,CCDB-39384 B07,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.23,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1XV1yfpU-JRgHkL6oYZbgmT3r36Bq7UUr/view?usp=sharing,,,,
CCDB-39384 B08,CCDB-39384 B08,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1tTdlFBIFF1vqvLIeIvRBx-wpH1DtQYNs/view?usp=sharing,,,,
CCDB-39384 B09,CCDB-39384 B09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1M8fRbTLZYQhh7Mqcdsq54nt5hrUZ1wGG/view?usp=sharing,,,,
CCDB-39384 B10,CCDB-39384 B10,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1yKPe_VB2n4yN0twU6M6s2b983LSRcbWP/view?usp=sharing,,,,
CCDB-39384 B11,CCDB-39384 B11,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1-TzewpLhSb2MO-BWHRqMBp1SGm1I-9Db/view?usp=sharing,,,,
CCDB-39384 B12,CCDB-39384 B12,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1SIyp3kc2AzS1MGwDzM8W3mZupS5YmPnT/view?usp=sharing,,,,
CCDB-39384 C01,CCDB-39384 C01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/19qY_cz0zlFDAh8PrbPxR6vqi_DR-Fuwx/view?usp=sharing,,,,
CCDB-39384 C02,CCDB-39384 C02,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.23,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1E7wHpsTWJCO93n6TrSMca_-zOQi_zCol/view?usp=sharing,,,,
CCDB-39384 C03,CCDB-39384 C03,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1RRfE9n9WMravkqk67eQ6HL23v8xIVHiJ/view?usp=sharing,,,,
CCDB-39384 C04,CCDB-39384 C04,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1uDYeJ3lgPR_cLLYJX5Yyu2R3WspV3Xup/view?usp=sharing,,,,
CCDB-39384 C05,CCDB-39384 C05,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1rN-izjtQ0qZG0uRVGaQJLeW8GkCi4qoA/view?usp=sharing,,,,
CCDB-39384 C06,CCDB-39384 C06,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1SqZaJxR9_mLEJUC9A6-lzWOaITwdzSF1/view?usp=sharing,,,,
CCDB-39384 C07,CCDB-39384 C07,636,Citharichthys,arctifrons,Citharichthys arctifrons,99.37,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1TxL9qQvIIqd_IKdpEcsmBIMevAX08VRl/view?usp=sharing,,,,
CCDB-39384 C08,CCDB-39384 C08,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/15vASwc5X1GtjT9Bx_Koqq0OoWWw8cZ1L/view?usp=sharing,,,,
CCDB-39384 C09,CCDB-39384 C09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/18NleM8Eoh4BEgdZMi1Ga8zqRSGjgGTCu/view?usp=sharing,,,,
CCDB-39384 C10,CCDB-39384 C10,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1d0tcjzOkVcWsj9itAWIIY6SVf_VSQKpD/view?usp=sharing,,,,
CCDB-39384 C11,CCDB-39384 C11,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1KMXGcdpgGtg3hxUo0OfskqiHyWvJSkAK/view?usp=sharing,,,,
CCDB-39384 C12,CCDB-39384 C12,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1HKpT2FHL4F3jFzWFHp5sJhZjhXTIAW5m/view?usp=sharing,,,,
CCDB-39384 D01,CCDB-39384 D01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1xIqt5Q2zYVkLnS08TCyTc1SmKJLkD2TA/view?usp=sharing,,,,
CCDB-39384 D02,CCDB-39384 D02,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1jYFq1nCHyZmVcaLDs8BLBxFiRr4PQHpE/view?usp=sharing,,,,
"CCDB-39384 D03
",CCDB-39384 D03,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1y9oxTfP5cJboqQfSUjsnJteZuL4UNslX/view?usp=sharing,,,,
CCDB-39384 D04,CCDB-39384 D04,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1kta92cmSnxX_yHtrt9ByasRq87Ee3mxK/view?usp=sharing,,,,
CCDB-39384 D05,CCDB-39384 D05,652,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1hWlbt0rMEtV1aZDjjeF1gZWhhogmyJcS/view?usp=sharing,,,,
CCDB-39384 D06,CCDB-39384 D06,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1D1JObr5Mvfhy3buLtshEXWAWDNFtinaO/view?usp=sharing,,,,
CCDB-39384 D07,CCDB-39384 D07,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1HxbFWyi4QO-T_dmPY9wu4CW768DqU4Fr/view?usp=sharing,,,,
CCDB-39384 D08,CCDB-39384 D08,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1c2yE4SxadEwlEb5huvnR_vIZSoEUV9df/view?usp=sharing,,,,
CCDB-39384 D09,CCDB-39384 D09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1r7dEkUtFxNhuh1FNrOt13hmpd7aik57z/view?usp=sharing,,,,
CCDB-39384 D10,CCDB-39384 D10,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E32,2.3,,,,,Egg,https://drive.google.com/file/d/1r8ShK0Q1ccutBFgAEkZvfdiKsvvNPSap/view?usp=sharing,,,,
CCDB-39384 D11,CCDB-39384 D11,652,Peprilus,triacanthus,Peprilus triacanthus,100,,Butterfish,2105,E33,2.2,,,,,Egg,https://drive.google.com/file/d/1wq87Agaywx8Bs4jNUhp0A8UjbdndK-PE/view?usp=sharing,,,,
CCDB-39384 D12,CCDB-39384 D12,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E33,2.2,,,,,Egg,https://drive.google.com/file/d/18DtvXXRfDVgtz3_pffvoo2T0PhMCGl8Q/view?usp=sharing,,,,
CCDB-39384 E01,CCDB-39384 E01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2105,E33,2.2,,,,,Egg,https://drive.google.com/file/d/1CFtgquHib7lHYkxGMiqwuqPdqDLioBQQ/view?usp=sharing,,,,
CCDB-39384 E02,CCDB-39384 E02,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E33,2.2,,,,,Egg,https://drive.google.com/file/d/1NAcQyNntZ5d9ElkIcoafF0W3wTJoF0TP/view?usp=sharing,,,,
CCDB-39384 E03,CCDB-39384 E03,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2105,E33,2.2,,,,,Egg,https://drive.google.com/file/d/1qA6eIAxdcbaTt0Yd8gPHZLzhoocN8V39/view?usp=sharing,,,,
CCDB-39384 E04,CCDB-39384 E04,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.23,,Gulfstream Flounder,2105,E33,2.2,,,,,Egg,https://drive.google.com/file/d/1TSWkMiJAQxIZm1dMOuzrIMgi-zizSWQB/view?usp=sharing,,,,
CCDB-39384 E05,CCDB-39384 E05,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder ,2105,E33,2.2,,,,,Egg,https://drive.google.com/file/d/1dD_xWuFFMkTjcti026A-wHTtWRpY_uaa/view?usp=sharing,,,,
CCDB-39384 E06,CCDB-39384 E06,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder ,2105,E33,2.2,,,,,Egg,https://drive.google.com/file/d/14W1-gT43VgHYrlHfryjJJTaQk05y_Yib/view?usp=sharing,,,,
CCDB-39384 E07,CCDB-39384 E07,652,Merluccius,bilinearis,Merluccius bilinearis,99.85,,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1y6CL5xJCmTZnSDJt7J27FuMM5a6yZ2Rl/view?usp=sharing,,,,
CCDB-39384 E08,CCDB-39384 E08,439,Merluccius,bilinearis,Merluccius bilinearis,100,lower sequence length so far,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1LSIk0lMKrDjhEdUs7lvp1gSXOILjhYtU/view?usp=sharing,,,,
CCDB-39384 E09,CCDB-39384 E09,652,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1CQRh-9EMEd006FRdj9CqWwc1VnLS265c/view?usp=sharing,,,,
CCDB-39384 E10,CCDB-39384 E10,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1LlngsXdlAvrCPbor2eJa4vWF-iKKm3JG/view?usp=sharing,,,,
CCDB-39384 E11,CCDB-39384 E11,652,Merluccius,bilinearis,Merluccius bilinearis,100,U. chuss (red hake) is a 100 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1gejHhVlqsA27z9YAV0U9LJD-n-siLMfs/view?usp=sharing,,,,
CCDB-39384 E12,CCDB-39384 E12,652,Tautoga,onitis,Tautoga onitis,100,,Blackfish,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1Xe_vGIfrZd9l6T1TOGHG9WC_mcgrBwCJ/view?usp=sharing,,,,
CCDB-39384 F01,CCDB-39384 F01,652,Tautogolabrus,adspersus,Tautogolabrus adspersus,100,,Cunner,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1jdNr_mefRiUyyxYHLr5dKzXCuSpf_13p/view?usp=sharing,,,,
CCDB-39384 F02,CCDB-39384 F02,652,Tautoga,onitis,Tautoga onitis,100,,Blackfish,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1fTbZZIn3IzDEH8pYsr1tBBxy2UaHxiyC/view?usp=sharing,,,,
CCDB-39384 F03,CCDB-39384 F03,652,Merluccius,bilinearis,Merluccius bilinearis,100,U. chuss (red hake) is a 100 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1fo4-QnBqbFxAri8UEq87BnliT-0wsm2k/view?usp=sharing,,,,
CCDB-39384 F04,CCDB-39384 F04,652,Merluccius,bilinearis,Merluccius bilinearis,100,U. chuss is a 99.69 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1CP3RW_tWCHmHROhVslYpOtQNLnNZU4_f/view?usp=sharing,,,,
CCDB-39384 F05,CCDB-39384 F05,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/10ltdmVNMrA9DD6cXKA5QSeUlVBWnw99v/view?usp=sharing,,,,
CCDB-39384 F06,CCDB-39384 F06,652,Merluccius,bilinearis,Merluccius bilinearis,100,U. chuss is a 99.69 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1PqMLc1G2VxRKlPCDAUIvX2shwcA4IoZR/view?usp=sharing,,,,
CCDB-39384 F07,CCDB-39384 F07,620,Scophthalmus,"aquosus","Scophthalmus aquosus",99.84,,Windowpane Flounder,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1OFyVGiDcxxvUS2bGMk4D_UhIMs83WP-G/view?usp=sharing,,,,
CCDB-39384 F08,CCDB-39384 F08,652,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1CEB7v1QjPlfRe1aoJdnn3rnpX5FDp5sr/view?usp=sharing,,,,
CCDB-39384 F09,CCDB-39384 F09,652,Merluccius,bilinearis,Merluccius bilinearis,100,U. chuss is a 99.69 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1AxG8hQA8UbOraN2AgWj3pxhoi5O9Y00p/view?usp=sharing,,,,
CCDB-39384 F10,CCDB-39384 F10,652,Stenotomus,chrysops,Stenotomus chrysops,99.85,S. caprinus  (Longspine Porgy) is a 99.69 percent match,Scup,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1GVUlP23cMYNEpGDnXJP09LXsQ5dGDnsn/view?usp=sharing,,,,
CCDB-39384 F11,CCDB-39384 F11,652,Stenotomus,chrysops,Stenotomus chrysops,100,S. caprinus  (Longspine Porgy) and S. chrysops (Scup) are a 100 percent match,Scup,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1T3Ejxvps9G0UM1nylYyBVcc6WpDILRmK/view?usp=sharing,,,,
CCDB-39384 F12,CCDB-39384 F12,652,Merluccius,bilinearis,Merluccius bilinearis,100,U. chuss (red hake) is a 100 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1tnJRTq9yhr6-hrMgqu-OjUHv_eJkMVFO/view?usp=sharing,,,,
CCDB-39384 G01,CCDB-39384 G01,652,Merluccius,bilinearis,Merluccius bilinearis,99.85,U. chuss (red hake) is a 99.85 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1JX2f50UsAbYifwPE7LXowhp5TOORX9-V/view?usp=sharing,,,,
CCDB-39384 G02,CCDB-39384 G02,652,Prionotus,evolans,Prionotus evolans,100,,Striped Searobin,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1abO7H2HAXJ-vyN3zyJPoscuCQUDCil8K/view?usp=sharing,,,,
CCDB-39384 G03,CCDB-39384 G03,652,Tautogolabrus,adspersus,Tautogolabrus adspersus,100,,Cunner,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1MMT2LBENCV3W69e7rN01Ac1dPK3CrnQR/view?usp=sharing,,,,
CCDB-39384 G04,CCDB-39384 G04,652,Scophthalmus,"aquosus","Scophthalmus aquosus",100,,Windowpane Flounder,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1ScrurmFXeWnA4kZ1ZFocv-s4XRSYrtlG/view?usp=sharing,,,,
CCDB-39384 G05,CCDB-39384 G05,652,Merluccius,bilinearis,Merluccius bilinearis,100,U. chuss (red hake) is a 100 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1UzFM2CDLekIBl9KT1Pk7l0MO9gpSRobJ/view?usp=sharing,,,,
CCDB-39384 G06,CCDB-39384 G06,652,Merluccius,bilinearis,Merluccius bilinearis,99.85,U. chuss (red hake) is a 99.85 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1k7lIOCRNsmNCgGoemF8MBiIhEhYUpOAG/view?usp=sharing,,,,
CCDB-39384 G07,CCDB-39384 G07,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1zfYEVxUih84Vl7jUOvjDh2dpX9FCFIkg/view?usp=sharing,,,,
CCDB-39384 G08,CCDB-39384 G08,652,Merluccius,bilinearis,Merluccius bilinearis,99.85,U. chuss (red hake) is a 99.85 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1hnZ3worxDhCAjMWfHqAJxzOfNBcN9v3C/view?usp=sharing,,,,
CCDB-39384 G09,CCDB-39384 G09,652,Merluccius,bilinearis,Merluccius bilinearis,99.69,U. chuss (red hake) is a 99.69 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1sKawDG_YR7xN7EItjmFlQG7bgbAIfL-i/view?usp=sharing,,,,
CCDB-39384 G10,CCDB-39384 G10,652,Merluccius,bilinearis,Merluccius bilinearis,99.85,U. chuss (red hake) is a 99.85 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/11XOikbMI_6mhxAk7YxkWbuHhHvz8I835/view?usp=sharing,,,,
CCDB-39384 G11,CCDB-39384 G11,652,Merluccius,bilinearis,Merluccius bilinearis,99.85,,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/14A6tcoc-yLbKtMKu_BjZWROg5Nnd3yMJ/view?usp=sharing,,,,
CCDB-39384 G12,CCDB-39384 G12,652,Merluccius,bilinearis,Merluccius bilinearis,100,U. chuss (red hake) is a 100 percent match,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/151rnlPfp-lUAANDz_fH-tlTJeiuOW-9Q/view?usp=sharing,,,,
CCDB-39384 H01,CCDB-39384 H01,652,Peprilus,triacanthus,Peprilus triacanthus,100,,Butterfish,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1IJ243hAysZiRsoBG3mm0aZJzrNaFv2g3/view?usp=sharing,,,,
CCDB-39384 H02,CCDB-39384 H02,652,Merluccius,bilinearis,Merluccius bilinearis,99.85,,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1KxqK_T56DOwYYgMRN1OROfKtFok686cD/view?usp=sharing,,,,
CCDB-39384 H03,CCDB-39384 H03,652,Merluccius,bilinearis,Merluccius bilinearis,99.85,,Silver Hake,2105,E34,2.1,,,,,Egg,https://drive.google.com/file/d/1n-iELfH6hbR5bwxlNtsPHj1vXUwk5gmj/view?usp=sharing,,,,
CCDB-39384 H04,CCDB-39384 H04,0,Citharichthys,arctifrons,Citharichthys arctifrons,,DNA SUBWAY,Gulfstream Flounder,2105,E35,1.1,,,,,Egg,https://drive.google.com/file/d/1RMhT6jSLzi1jj6BYHcOTND20oB9H1wx4/view?usp=share_link,,,,
CCDB-39384 H05,CCDB-39384 H05,454,Stenotomus,chrysops,Stenotomus chrysops,100,S. caprinus  (Longspine Porgy) and S. chrysops (Scup) are a 100 percent match,Scup,2105,E35,1.1,,,,,Egg,https://drive.google.com/file/d/1RdJLdJETQWWSTQ5Ka5gKwWmJ83Xk0V2x/view?usp=sharing,,,,
CCDB-39384 H06,CCDB-39384 H06,206,Stenotomus,chrysops,Stenotomus chrysops,100,S. caprinus  (Longspine Porgy) and S. chrysops (Scup) are a 100 percent match,Scup,2105,E35,1.1,,,,,Egg,https://drive.google.com/file/d/1cS9EP9RjUY9xO3EItk67FEwmALidCby8/view?usp=sharing,,,,
CCDB-39384 H07,CCDB-39384 H07,0,,,,,Clear with cloudy white spread inside,,2105,E35,1.1,,,,,Egg,https://drive.google.com/file/d/1YgT3hFeBlpQPn3FOWcflXmBQZxos91aH/view?usp=share_link,,,,
CCDB-39384 H08,CCDB-39384 H08,621,Tautoga,onitis,Tautoga onitis,100,,Blackfish,2105,E35,1.1,,,,,Egg,https://drive.google.com/file/d/1vuWenY2GHrnz9Z6nsT30Gsd3TczmDAgO/view?usp=sharing,,,,
CCDB-39384 H09,CCDB-39384 H09,0,,,,,Clear with cloudy white spread inside,,2105,E35,1.1,,,,,Egg,https://drive.google.com/file/d/1XK7PhMtb7RkPadRXTQEfU_FxcNJ7hxTZ/view?usp=share_link,,,,
CCDB-39384 H10,CCDB-39384 H10,652,Stenotomus,chrysops,Stenotomus chrysops,100,S. caprinus  (Longspine Porgy) is a 99.85 percent match,Scup,2105,E35,1.1,,,,,Egg,https://drive.google.com/file/d/11BvkFKJheKrU1IWZcGsk43T-qhZXBTCU/view?usp=sharing,,,,
